LOG_ID;ENGINE_SN;FLIGHT_DATE;FLIGHT_HOURS;CYCLES;EGT_MARGIN_READING;OIL_DEBRIS_PPM
0000001275;PD170-003;20240810;4.0;1;;3.58
0000001276;PD170-003;20240813;2.5;1;;3.95
0000001277;PD170-003;20240814;2.6;1;;4.37
0000001278;PD170-003;20240815;2.9;1;;5.48
0000001279;PD170-003;20240816;2.8;1;;4.78
0000001280;PD170-003;20240817;3.0;1;;2.99
0000001281;PD170-003;20240820;3.7;1;;5.21
0000001282;PD170-003;20240821;3.2;1;;5.07
0000001283;PD170-003;20240824;3.6;1;;2.96
0000001284;PD170-003;20240825;2.4;1;;3.43
0000001285;PD170-003;20240829;5.3;1;;3.38
0000001286;PD170-003;20240831;4.0;1;;5.23
0000001287;PD170-003;20240903;3.3;1;;5.25
0000001288;PD170-003;20240904;4.4;1;;5.01
0000001289;PD170-003;20240907;4.0;1;;5.56
0000001290;PD170-003;20240911;2.3;2;;5.29
0000001291;PD170-003;20240915;2.5;1;;4.84
0000001292;PD170-003;20240918;5.0;1;;5.67
0000001293;PD170-003;20240920;3.2;1;;4.40
0000001294;PD170-003;20240923;2.6;1;;5.19
0000001295;PD170-003;20240925;2.5;1;;4.77
0000001296;PD170-003;20240927;3.4;1;;4.46
0000001297;PD170-003;20241001;4.2;2;;4.61
0000001298;PD170-003;20241005;2.4;1;;5.19
0000001299;PD170-003;20241008;3.7;2;;3.22
0000001300;PD170-003;20241009;2.7;1;;3.89
0000001301;PD170-003;20241011;2.7;1;;3.53
0000001302;PD170-003;20241014;5.3;2;;4.51
0000001303;PD170-003;20241015;4.6;1;;5.29
0000001304;PD170-003;20241016;3.6;1;;4.99
0000001305;PD170-003;20241019;4.4;1;;5.08
0000001306;PD170-003;20241023;3.0;2;;5.35
0000001307;PD170-003;20241026;3.8;1;;3.53
0000001308;PD170-003;20241029;2.8;2;;4.48
0000001309;PD170-003;20241030;4.4;1;;4.88
0000001310;PD170-003;20241103;5.1;1;;4.44
0000001311;PD170-003;20241106;3.2;1;;3.89
0000001312;PD170-003;20241110;5.3;1;;5.47
0000001313;PD170-003;20241113;4.4;1;;3.75
0000001314;PD170-003;20241117;2.9;2;;4.51
0000001315;PD170-003;20241118;3.0;1;;5.57
0000001316;PD170-003;20241120;4.2;1;;5.41
0000001317;PD170-003;20241124;4.2;2;;4.78
0000001318;PD170-003;20241127;3.5;1;;4.76
0000001319;PD170-003;20241129;5.0;1;;4.69
0000001320;PD170-003;20241201;4.5;2;;3.71
0000001321;PD170-003;20241205;5.2;2;;5.93
0000001322;PD170-003;20241208;5.1;1;;5.32
0000001323;PD170-003;20241211;3.4;1;;3.72
0000001324;PD170-003;20241212;2.9;1;;4.65
0000001325;PD170-003;20241213;4.1;1;;3.27
0000001326;PD170-003;20241214;3.6;2;;4.82
0000001327;PD170-003;20241217;2.5;1;;4.14
0000001328;PD170-003;20241219;3.2;1;;3.85
0000001329;PD170-003;20241220;3.2;1;;4.63
0000001330;PD170-003;20241223;3.0;1;;4.54
0000001331;PD170-003;20241227;2.5;1;;4.82
0000001332;PD170-003;20241228;3.5;1;;5.34
0000001333;PD170-003;20250101;5.2;1;;4.54
0000001334;PD170-003;20250104;5.1;1;;4.52
0000001335;PD170-003;20250105;2.6;1;;4.16
0000001336;PD170-003;20250106;4.2;1;;4.13
0000001337;PD170-003;20250107;5.2;1;;4.03
0000001338;PD170-003;20250108;2.7;1;;3.69
0000001339;PD170-003;20250109;5.2;1;;3.42
0000001340;PD170-003;20250110;3.7;2;;5.29
0000001341;PD170-003;20250113;2.7;1;;3.21
0000001342;PD170-003;20250115;3.8;1;;5.56
0000001343;PD170-003;20250118;4.5;1;;5.28
0000001344;PD170-003;20250119;3.4;1;;5.13
0000001345;PD170-003;20250123;3.6;1;;5.30
0000001346;PD170-003;20250125;4.9;1;;4.48
0000001347;PD170-003;20250129;3.6;1;;6.00
0000001348;PD170-003;20250201;4.5;1;;5.35
0000001349;PD170-003;20250205;3.9;1;;6.00
0000001350;PD170-003;20250206;5.0;2;;3.49
0000001351;PD170-003;20250209;4.0;1;;5.76
0000001352;PD170-003;20250213;4.9;1;;4.00
0000001353;PD170-003;20250217;3.3;1;;6.34
0000001354;PD170-003;20250220;4.0;1;;5.60
0000001355;PD170-003;20250224;3.9;1;;5.39
0000001356;PD170-003;20250228;3.1;1;;3.29
0000001357;PD170-003;20250302;3.1;1;;3.80
0000001358;PD170-003;20250306;4.4;1;;5.05
0000001359;PD170-003;20250307;3.5;1;;5.87
0000001360;PD170-003;20250310;4.8;1;;3.54
0000001361;PD170-003;20250311;3.8;1;;3.37
0000001362;PD170-003;20250313;5.1;1;;4.03
0000001363;PD170-003;20250316;4.6;2;;5.35
0000001364;PD170-003;20250319;5.3;1;;5.92
0000001365;PD170-003;20250321;4.7;1;;5.72
0000001366;PD170-003;20250323;4.0;1;;3.56
0000001367;PD170-003;20250326;2.5;1;;3.63
0000001368;PD170-003;20250329;3.6;1;;3.53
0000001369;PD170-003;20250401;4.2;1;;3.23
0000001370;PD170-003;20250402;5.3;1;;6.55
0000001371;PD170-003;20250405;4.1;1;;5.99
0000001372;PD170-003;20250408;3.4;1;;6.41
0000001373;PD170-003;20250409;5.2;1;;5.97
0000001374;PD170-003;20250410;2.8;1;;3.91
0000001375;PD170-003;20250411;4.2;1;;4.49
0000001376;PD170-003;20250415;2.4;1;;5.71
0000001377;PD170-003;20250419;4.1;1;;6.39
0000001378;PD170-003;20250420;4.1;1;;3.94
0000001379;PD170-003;20250423;2.6;1;;6.14
0000001380;PD170-003;20250427;2.5;1;;4.79
0000001381;PD170-003;20250430;3.8;1;;5.03
0000001382;PD170-003;20250503;5.3;1;;4.58
0000001383;PD170-003;20250506;3.5;1;;4.69
0000001384;PD170-003;20250510;3.3;2;;4.84
0000001385;PD170-003;20250511;2.7;1;;3.98
0000001386;PD170-003;20250513;4.7;1;;6.24
0000001387;PD170-003;20250515;3.7;1;;5.72
0000001388;PD170-003;20250516;3.3;1;;3.50
0000001389;PD170-003;20250517;4.7;1;;5.12
0000001390;PD170-003;20250519;3.4;2;;5.67
0000001391;PD170-003;20250523;2.8;1;;5.14
0000001392;PD170-003;20250524;4.2;1;;5.72
0000001393;PD170-003;20250525;4.0;1;;4.70
0000001394;PD170-003;20250527;3.5;1;;4.33
0000001395;PD170-003;20250530;2.4;1;;5.88
0000001396;PD170-003;20250531;4.1;1;;5.47
0000001397;PD170-003;20250601;3.0;2;;5.50
0000001398;PD170-003;20250604;4.4;1;;5.85
0000001399;PD170-003;20250606;4.1;1;;5.10
0000001400;PD170-003;20250609;4.9;1;;4.10
0000001401;PD170-003;20250610;2.6;2;;6.23
0000001402;PD170-003;20250611;4.6;1;;6.11
0000001403;PD170-003;20250612;5.2;1;;5.61
0000001404;PD170-003;20250614;3.1;1;;6.18
0000001405;PD170-003;20250615;4.7;1;;6.80
0000001406;PD170-003;20250619;4.0;1;;5.83
0000001407;PD170-003;20250622;3.9;1;;6.94
0000001408;PD170-003;20250625;2.5;1;;5.70
0000001409;PD170-003;20250627;3.6;1;;5.64
0000001410;PD170-003;20250701;3.3;2;;4.95
0000001411;PD170-003;20250702;4.9;1;;5.48
0000001412;PD170-003;20250705;4.5;1;;4.15
0000001413;PD170-003;20250709;4.8;1;;5.74
0000001414;PD170-003;20250710;2.5;1;;3.86
0000001415;PD170-003;20250712;4.8;1;;5.25
0000001416;PD170-003;20250716;3.3;1;;4.26
0000001417;PD170-003;20250717;3.1;1;;5.12
0000001418;PD170-003;20250718;3.2;2;;5.17
0000001419;PD170-003;20250720;3.2;2;;5.44
0000001420;PD170-003;20250721;2.9;1;;6.90
0000001421;PD170-003;20250722;4.0;1;;5.26
0000001422;PD170-003;20250724;4.4;1;;6.96
0000001423;PD170-003;20250726;5.3;1;;3.90
0000001424;PD170-003;20250729;4.0;1;;6.94
0000001425;PD170-003;20250731;5.2;1;;5.51
0000001426;PD170-003;20250802;3.0;1;;5.28
0000001427;PD170-003;20250805;4.3;1;;6.54
0000001428;PD170-003;20250807;3.7;1;;6.46
0000001429;PD170-003;20250808;3.2;2;;4.29
0000001430;PD170-003;20250811;3.6;1;;4.65
0000001431;PD170-003;20250814;3.3;1;;6.73
0000001432;PD170-003;20250815;2.4;1;;5.05
0000001433;PD170-003;20250817;4.4;2;;6.48
0000001434;PD170-003;20250818;2.6;1;;4.19
0000001435;PD170-003;20250819;2.6;1;;6.92
0000001436;PD170-003;20250822;3.7;1;;5.79
0000001437;PD170-003;20250826;5.1;1;;3.56
0000001438;PD170-003;20250828;2.9;2;;4.69
0000001439;PD170-003;20250831;4.2;1;;7.09
0000001440;PD170-003;20250903;2.5;1;;5.93
0000001441;PD170-003;20250905;2.6;1;;5.69
0000001442;PD170-003;20250906;4.7;1;;6.23
0000001443;PD170-003;20250908;5.0;1;;3.85
0000001444;PD170-003;20250909;3.8;1;;4.35
0000001445;PD170-003;20250911;3.1;1;;5.84
0000001446;PD170-003;20250914;2.9;1;;5.74
0000001447;PD170-003;20250918;3.2;1;;5.76
0000001448;PD170-003;20250920;2.4;1;;4.12
0000001449;PD170-003;20250921;3.8;1;;5.38
0000001450;PD170-003;20250925;4.8;1;;6.75
0000001451;PD170-003;20250927;3.4;2;;4.73
0000001452;PD170-003;20250928;4.3;1;;6.18
0000001453;PD170-003;20251001;4.7;2;;6.57
0000001454;PD170-003;20251005;5.0;2;;7.01
0000001455;PD170-003;20251008;3.8;1;;6.49
0000001456;PD170-003;20251009;3.3;1;;6.28
0000001457;PD170-003;20251010;4.1;1;;4.30
0000001458;PD170-003;20251011;3.6;1;;6.78
0000001459;PD170-003;20251015;4.4;1;;5.35
0000001460;PD170-003;20251019;4.2;1;;3.84
0000001461;PD170-003;20251023;4.0;2;;4.85
0000001462;PD170-003;20251026;2.4;1;;4.85
0000001463;PD170-003;20251027;3.0;1;;6.97
0000001464;PD170-003;20251031;3.9;1;;7.10
0000001465;PD170-003;20251101;5.3;2;;4.73
0000001466;PD170-003;20251102;4.9;1;;4.95
0000001467;PD170-003;20251103;2.3;1;;5.18
0000001468;PD170-003;20251106;4.6;1;;5.49
0000001469;PD170-003;20251110;4.6;1;;4.29
0000001470;PD170-003;20251113;2.8;1;;6.88
0000001471;PD170-003;20251117;2.7;1;;4.50
0000001472;PD170-003;20251121;2.4;1;;5.59
0000001473;PD170-003;20251123;2.4;1;;6.38
0000001474;PD170-003;20251124;3.2;1;;7.50
0000001475;PD170-003;20251127;3.6;1;;5.07
0000001476;PD170-003;20251129;4.2;2;;5.15
0000001477;PD170-003;20251203;4.5;1;;7.00
0000001478;PD170-003;20251207;2.7;2;;6.90
0000001479;PD170-003;20251209;2.8;1;;7.09
0000001480;PD170-003;20251210;2.3;1;;6.48
0000001481;PD170-003;20251211;4.7;1;;7.16
0000001482;PD170-003;20251215;2.3;1;;7.05
0000001483;PD170-003;20251219;4.0;1;;5.46
0000001484;PD170-003;20251220;3.0;1;;5.29
0000001485;PD170-003;20251223;3.6;1;;7.06
0000001486;PD170-003;20251226;2.7;1;;5.78
0000001487;PD170-003;20251228;3.2;1;;6.46
0000001488;PD170-003;20251229;2.3;1;;4.90
0000001489;PD170-003;20260102;4.3;1;;4.27
0000001490;PD170-003;20260106;5.3;1;;5.82
0000001491;PD170-003;20260107;2.8;1;;6.93
0000001492;PD170-003;20260109;4.4;1;;6.53
0000001493;PD170-003;20260112;2.6;2;;5.24
0000001494;PD170-003;20260114;2.7;1;;5.11
0000001495;PD170-003;20260116;5.0;1;;7.16
0000001496;PD170-003;20260118;2.5;1;;5.52
0000001497;PD170-003;20260121;3.0;1;;6.39
0000001498;PD170-003;20260124;4.8;1;;4.37
0000001499;PD170-003;20260127;5.3;2;;5.96
0000001500;PD170-003;20260131;4.1;1;;6.83
0000001501;PD170-003;20260204;3.2;1;;6.20
0000001502;PD170-003;20260207;3.5;1;;4.69
0000001503;PD170-003;20260211;3.7;1;;5.73
0000001504;PD170-003;20260213;4.1;1;;8.05
0000001505;PD170-003;20260216;4.6;1;;5.23
0000001506;PD170-003;20260218;2.9;1;;5.44
0000001507;PD170-003;20260221;2.5;1;;6.14
0000001508;PD170-003;20260223;2.6;1;;7.13
0000001509;PD170-003;20260224;2.7;1;;5.85
0000001510;PD170-003;20260227;3.7;1;;7.05
0000001511;PD170-003;20260301;2.3;1;;6.67
0000001512;PD170-003;20260303;3.9;1;;6.73
0000001513;PD170-003;20260305;4.5;1;;6.60
0000001514;PD170-003;20260308;4.5;2;;4.46
0000001515;PD170-003;20260310;4.1;1;;6.86
0000001516;PD170-003;20260314;4.4;1;;5.45
0000001517;PD170-003;20260317;4.9;2;;4.92
0000001518;PD170-003;20260318;2.8;1;;6.59
0000001519;PD170-003;20260321;3.4;2;;4.59
0000001520;PD170-003;20260325;4.9;1;;5.73
0000001521;PD170-003;20260327;3.6;1;;5.74
0000001522;PD170-003;20260328;2.3;1;;5.89
0000001523;PD170-003;20260331;2.3;2;;5.21
0000001524;PD170-003;20260402;2.8;1;;4.31
0000001525;PD170-003;20260405;3.5;1;;4.85
0000001526;PD170-003;20260408;3.3;2;;4.88
0000001527;PD170-003;20260412;3.0;1;;4.90
0000001528;PD170-003;20260414;3.0;1;;5.05
0000001529;PD170-003;20260415;3.6;1;;4.25
0000001530;PD170-003;20260417;4.8;1;;5.08
0000001531;PD170-003;20260421;3.5;2;;6.19
0000001532;PD170-003;20260425;2.6;2;;7.58
0000001533;PD170-003;20260426;4.6;1;;4.87
0000001534;PD170-003;20260430;3.6;1;;6.09
0000001535;PD170-003;20260503;5.0;1;;5.47
0000001536;PD170-003;20260506;2.7;1;;5.01
0000001537;PD170-003;20260507;3.8;1;;6.86
0000001538;PD170-003;20260511;5.2;1;;4.91
0000001539;PD170-003;20260513;4.6;1;;4.92
0000001540;PD170-003;20260516;4.8;2;;4.32
0000001541;PD170-003;20260519;4.9;1;;7.27
0000001542;PD170-003;20260523;2.5;1;;5.18
0000001543;PD170-003;20260526;4.7;1;;6.60
0000001544;PD170-003;20260530;4.2;1;;7.04
0000001545;PD170-003;20260601;5.1;1;;7.39
0000001546;PD170-003;20260605;4.2;1;;6.07
0000001547;PD170-003;20260606;4.5;2;;7.04
0000001548;PD170-003;20260608;5.2;1;;5.26
0000001549;PD170-003;20260609;5.1;1;;4.63
0000001550;PD170-003;20260611;3.4;1;;4.68
0000001551;PD170-003;20260614;2.5;1;;7.83
0000001552;PD170-003;20260615;2.8;1;;7.14
0000001553;PD170-003;20260617;3.4;2;;8.06
0000001554;PD170-003;20260618;4.0;1;;6.13
0000001555;PD170-003;20260621;3.4;1;;4.57
0000001556;PD170-003;20260624;2.7;1;;6.11
0000001557;PD170-003;20260627;4.9;1;;5.18
0000001558;PD170-003;20260628;2.5;1;;6.65
0000001559;PD170-003;20260702;3.6;1;;4.49
0000001560;PD170-003;20260703;4.6;1;;7.30
0000001561;PD170-003;20260706;2.8;1;;7.88
0000001562;PD170-003;20260709;4.0;1;;7.36
0000001563;PD170-003;20260712;2.7;1;;6.40
0000001564;PD170-003;20260714;4.4;1;;7.07
0000001565;PD170-003;20260717;2.8;1;;4.73
0000001566;PD170-003;20260721;3.1;1;;6.82
0000001567;PD170-003;20260722;4.8;2;;7.69
0000001568;PD170-003;20260726;3.1;1;;6.35
0000001569;PD170-003;20260729;4.0;1;;4.60
0000001570;PD170-003;20260731;5.1;1;;7.14
0000001571;PD170-003;20260801;2.4;1;;6.65
0000001572;PD170-003;20260802;3.5;1;;7.22
0000001573;PD170-003;20260803;2.8;2;;6.50
0000001574;PD170-004;20240917;3.7;1;;1.06
0000001575;PD170-004;20240921;3.0;1;;2.00
0000001576;PD170-004;20240923;5.1;1;;1.67
0000001577;PD170-004;20240927;3.1;1;;1.29
0000001578;PD170-004;20240928;6.0;1;;1.13
0000001579;PD170-004;20240929;3.8;1;;1.83
0000001580;PD170-004;20241003;5.6;1;;1.51
0000001581;PD170-004;20241005;3.2;1;;1.55
0000001582;PD170-004;20241007;6.0;1;;1.85
0000001583;PD170-004;20241008;4.8;1;;1.16
0000001584;PD170-004;20241012;5.3;1;;1.62
0000001585;PD170-004;20241015;6.8;1;;1.12
0000001586;PD170-004;20241017;3.3;1;;1.52
0000001587;PD170-004;20241021;6.1;1;;1.65
0000001588;PD170-004;20241024;3.9;1;;1.73
0000001589;PD170-004;20241025;3.6;1;;1.32
0000001590;PD170-004;20241028;5.8;1;;1.77
0000001591;PD170-004;20241031;5.9;1;;1.46
0000001592;PD170-004;20241102;3.1;1;;1.50
0000001593;PD170-004;20241106;5.7;1;;1.35
0000001594;PD170-004;20241107;4.1;1;;1.33
0000001595;PD170-004;20241109;4.7;1;;1.92
0000001596;PD170-004;20241111;5.7;1;;1.82
0000001597;PD170-004;20241112;3.9;1;;2.18
0000001598;PD170-004;20241114;5.1;1;;1.94
0000001599;PD170-004;20241115;4.1;1;;1.75
0000001600;PD170-004;20241116;4.0;2;;2.08
0000001601;PD170-004;20241117;5.5;1;;1.74
0000001602;PD170-004;20241121;3.8;1;;1.39
0000001603;PD170-004;20241124;6.7;1;;1.53
0000001604;PD170-004;20241127;4.2;1;;1.74
0000001605;PD170-004;20241201;6.4;1;;1.36
0000001606;PD170-004;20241203;5.1;1;;1.34
0000001607;PD170-004;20241205;3.7;1;;1.35
0000001608;PD170-004;20241209;3.3;1;;2.02
0000001609;PD170-004;20241212;3.0;1;;1.87
0000001610;PD170-004;20241215;6.0;1;;1.77
0000001611;PD170-004;20241217;3.6;1;;1.33
0000001612;PD170-004;20241218;6.8;1;;1.41
0000001613;PD170-004;20241221;6.6;1;;2.31
0000001614;PD170-004;20241224;5.2;1;;2.12
0000001615;PD170-004;20241227;5.1;1;;1.34
0000001616;PD170-004;20241228;4.7;1;;2.22
0000001617;PD170-004;20241230;5.0;1;;1.31
0000001618;PD170-004;20250103;4.0;2;;1.75
0000001619;PD170-004;20250104;3.4;1;;1.81
0000001620;PD170-004;20250108;4.4;1;;1.57
0000001621;PD170-004;20250112;5.0;1;;1.41
0000001622;PD170-004;20250116;3.1;1;;1.69
0000001623;PD170-004;20250117;5.3;1;;2.32
0000001624;PD170-004;20250119;6.8;1;;2.07
0000001625;PD170-004;20250121;3.8;1;;2.11
0000001626;PD170-004;20250123;3.5;1;;1.97
0000001627;PD170-004;20250127;3.8;1;;2.02
0000001628;PD170-004;20250131;4.6;1;;1.73
0000001629;PD170-004;20250204;3.1;1;;2.22
0000001630;PD170-004;20250208;6.2;1;;1.97
0000001631;PD170-004;20250209;4.3;1;;1.46
0000001632;PD170-004;20250212;3.3;1;;2.24
0000001633;PD170-004;20250214;5.6;1;;2.25
0000001634;PD170-004;20250216;3.9;1;;2.20
0000001635;PD170-004;20250219;4.4;1;;2.26
0000001636;PD170-004;20250221;3.8;1;;1.58
0000001637;PD170-004;20250223;5.4;1;;2.17
0000001638;PD170-004;20250224;5.6;1;;1.29
0000001639;PD170-004;20250227;6.6;1;;1.73
0000001640;PD170-004;20250228;6.2;1;;2.10
0000001641;PD170-004;20250304;6.7;1;;1.33
0000001642;PD170-004;20250307;5.8;1;;2.32
0000001643;PD170-004;20250309;4.9;1;;2.28
0000001644;PD170-004;20250312;5.1;1;;1.52
0000001645;PD170-004;20250316;5.8;1;;1.77
0000001646;PD170-004;20250319;5.7;1;;2.10
0000001647;PD170-004;20250322;6.3;1;;2.18
0000001648;PD170-004;20250326;3.0;1;;1.97
0000001649;PD170-004;20250327;3.5;1;;1.97
0000001650;PD170-004;20250330;5.4;1;;1.88
0000001651;PD170-004;20250401;6.0;1;;2.32
0000001652;PD170-004;20250404;6.0;1;;1.81
0000001653;PD170-004;20250406;5.6;1;;2.41
0000001654;PD170-004;20250407;4.4;1;;2.15
0000001655;PD170-004;20250408;4.6;1;;1.76
0000001656;PD170-004;20250409;4.8;1;;2.22
0000001657;PD170-004;20250413;3.3;1;;1.66
0000001658;PD170-004;20250414;6.7;1;;2.34
0000001659;PD170-004;20250416;4.1;1;;2.25
0000001660;PD170-004;20250418;3.3;1;;2.28
0000001661;PD170-004;20250420;3.2;1;;2.34
0000001662;PD170-004;20250421;5.0;1;;2.29
0000001663;PD170-004;20250422;5.2;1;;1.90
0000001664;PD170-004;20250423;4.6;1;;2.09
0000001665;PD170-004;20250427;3.4;1;;2.53
0000001666;PD170-004;20250429;6.1;2;;1.96
0000001667;PD170-004;20250502;4.9;2;;2.49
0000001668;PD170-004;20250503;4.2;2;;2.19
0000001669;PD170-004;20250507;3.8;1;;1.95
0000001670;PD170-004;20250509;4.7;1;;1.45
0000001671;PD170-004;20250512;6.1;1;;2.53
0000001672;PD170-004;20250514;6.8;2;;1.57
0000001673;PD170-004;20250515;6.0;1;;2.56
0000001674;PD170-004;20250517;4.5;2;;1.55
0000001675;PD170-004;20250519;3.0;2;;2.41
0000001676;PD170-004;20250520;4.3;1;;1.98
0000001677;PD170-004;20250521;5.7;1;;2.29
0000001678;PD170-004;20250524;4.4;1;;1.91
0000001679;PD170-004;20250528;3.6;1;;1.65
0000001680;PD170-004;20250529;4.3;1;;2.96
0000001681;PD170-004;20250602;4.2;1;;1.89
0000001682;PD170-004;20250605;3.9;1;;2.18
0000001683;PD170-004;20250609;4.7;1;;2.08
0000001684;PD170-004;20250611;6.1;1;;2.58
0000001685;PD170-004;20250612;6.6;2;;2.21
0000001686;PD170-004;20250613;6.8;1;;1.73
0000001687;PD170-004;20250616;6.7;1;;2.05
0000001688;PD170-004;20250620;3.2;1;;2.24
0000001689;PD170-004;20250624;6.2;1;;1.87
0000001690;PD170-004;20250628;5.4;1;;1.96
0000001691;PD170-004;20250630;3.4;1;;2.51
0000001692;PD170-004;20250701;6.3;1;;1.79
0000001693;PD170-004;20250704;5.5;2;;2.53
0000001694;PD170-004;20250705;3.6;2;;2.62
0000001695;PD170-004;20250709;5.5;2;;2.56
0000001696;PD170-004;20250710;6.1;2;;2.44
0000001697;PD170-004;20250713;6.5;1;;1.75
0000001698;PD170-004;20250716;5.9;1;;2.73
0000001699;PD170-004;20250720;5.1;1;;2.74
0000001700;PD170-004;20250723;4.4;1;;2.84
0000001701;PD170-004;20250727;6.3;1;;2.37
0000001702;PD170-004;20250728;3.8;1;;2.05
0000001703;PD170-004;20250730;3.2;1;;2.50
0000001704;PD170-004;20250731;5.3;2;;2.43
0000001705;PD170-004;20250803;3.7;1;;2.75
0000001706;PD170-004;20250805;4.8;1;;2.35
0000001707;PD170-004;20250809;3.3;1;;2.29
0000001708;PD170-004;20250813;5.7;1;;2.89
0000001709;PD170-004;20250815;3.1;1;;1.82
0000001710;PD170-004;20250816;4.4;1;;2.19
0000001711;PD170-004;20250818;5.2;1;;2.51
0000001712;PD170-004;20250819;5.0;1;;2.48
0000001713;PD170-004;20250823;5.5;2;;2.88
0000001714;PD170-004;20250824;6.4;1;;2.82
0000001715;PD170-004;20250827;5.5;1;;2.19
0000001716;PD170-004;20250829;4.5;1;;3.10
0000001717;PD170-004;20250830;6.3;1;;2.13
0000001718;PD170-004;20250903;5.5;1;;2.79
0000001719;PD170-004;20250906;6.4;1;;3.11
0000001720;PD170-004;20250910;4.0;1;;2.81
0000001721;PD170-004;20250912;4.2;1;;2.40
0000001722;PD170-004;20250914;4.8;1;;2.94
0000001723;PD170-004;20250917;5.3;1;;2.35
0000001724;PD170-004;20250921;4.6;1;;2.72
0000001725;PD170-004;20250924;5.5;1;;3.06
0000001726;PD170-004;20250927;6.6;1;;2.92
0000001727;PD170-004;20250929;4.0;1;;2.49
0000001728;PD170-004;20251003;6.6;1;;3.04
0000001729;PD170-004;20251004;5.6;1;;3.24
0000001730;PD170-004;20251005;3.9;1;;2.38
0000001731;PD170-004;20251007;5.4;1;;2.28
0000001732;PD170-004;20251011;5.2;1;;2.68
0000001733;PD170-004;20251014;4.2;1;;2.48
0000001734;PD170-004;20251015;6.7;1;;2.09
0000001735;PD170-004;20251018;3.7;1;;2.12
0000001736;PD170-004;20251021;5.2;1;;2.47
0000001737;PD170-004;20251023;5.7;1;;3.41
0000001738;PD170-004;20251025;3.7;1;;1.99
0000001739;PD170-004;20251026;3.1;2;;1.83
0000001740;PD170-004;20251029;3.5;1;;2.44
0000001741;PD170-004;20251030;6.8;1;;2.00
0000001742;PD170-004;20251101;6.0;1;;3.44
0000001743;PD170-004;20251104;4.7;1;;3.06
0000001744;PD170-004;20251107;4.6;1;;2.50
0000001745;PD170-004;20251111;3.6;1;;2.72
0000001746;PD170-004;20251115;4.3;1;;2.48
0000001747;PD170-004;20251118;4.0;1;;3.14
0000001748;PD170-004;20251120;6.8;1;;2.37
0000001749;PD170-004;20251123;5.8;1;;2.76
0000001750;PD170-004;20251124;4.6;1;;2.71
0000001751;PD170-004;20251125;4.8;1;;3.10
0000001752;PD170-004;20251127;4.4;1;;2.61
0000001753;PD170-004;20251129;3.9;2;;2.39
0000001754;PD170-004;20251130;5.1;1;;2.12
0000001755;PD170-004;20251202;6.1;1;;3.22
0000001756;PD170-004;20251203;6.1;1;;3.00
0000001757;PD170-004;20251207;6.6;1;;2.79
0000001758;PD170-004;20251209;3.1;2;;2.58
0000001759;PD170-004;20251210;5.6;1;;2.01
0000001760;PD170-004;20251211;3.0;2;;2.55
0000001761;PD170-004;20251215;5.2;2;;2.21
0000001762;PD170-004;20251217;4.2;1;;3.23
0000001763;PD170-004;20251219;3.4;1;;3.39
0000001764;PD170-004;20251222;3.7;1;;2.88
0000001765;PD170-004;20251224;6.7;1;;3.19
0000001766;PD170-004;20251228;3.6;1;;2.43
0000001767;PD170-004;20251231;3.3;1;;2.05
0000001768;PD170-004;20260104;6.2;1;;2.87
0000001769;PD170-004;20260105;6.4;2;;2.81
0000001770;PD170-004;20260108;4.7;1;;3.21
0000001771;PD170-004;20260112;4.7;1;;2.51
0000001772;PD170-004;20260113;4.2;1;;2.80
0000001773;PD170-004;20260115;3.2;1;;3.50
0000001774;PD170-004;20260118;3.0;1;;2.82
0000001775;PD170-004;20260121;5.5;1;;2.55
0000001776;PD170-004;20260123;4.5;1;;2.50
0000001777;PD170-004;20260124;5.6;1;;3.41
0000001778;PD170-004;20260128;3.6;1;;2.12
0000001779;PD170-004;20260131;6.2;2;;2.98
0000001780;PD170-004;20260204;4.8;1;;3.34
0000001781;PD170-004;20260208;3.5;1;;3.36
0000001782;PD170-004;20260210;3.7;1;;2.88
0000001783;PD170-004;20260214;5.3;1;;2.80
0000001784;PD170-004;20260216;4.7;1;;3.77
0000001785;PD170-004;20260217;5.2;1;;3.45
0000001786;PD170-004;20260220;3.6;2;;3.06
0000001787;PD170-004;20260222;3.5;2;;2.35
0000001788;PD170-004;20260223;5.7;1;;3.14
0000001789;PD170-004;20260226;5.2;1;;2.51
0000001790;PD170-004;20260228;5.2;2;;3.01
0000001791;PD170-004;20260302;5.7;2;;3.01
0000001792;PD170-004;20260303;5.7;1;;2.45
0000001793;PD170-004;20260307;5.5;1;;2.42
0000001794;PD170-004;20260311;3.7;1;;3.60
0000001795;PD170-004;20260314;3.2;1;;2.70
0000001796;PD170-004;20260316;3.2;1;;2.65
0000001797;PD170-004;20260318;3.6;1;;3.14
0000001798;PD170-004;20260320;4.9;1;;3.68
0000001799;PD170-004;20260321;5.0;1;;2.40
0000001800;PD170-004;20260325;5.3;1;;2.66
0000001801;PD170-004;20260329;5.9;1;;3.44
0000001802;PD170-004;20260331;3.8;1;;3.61
0000001803;PD170-004;20260403;5.9;1;;2.41
0000001804;PD170-004;20260405;6.6;1;;2.20
0000001805;PD170-004;20260406;3.5;1;;2.74
0000001806;PD170-004;20260409;5.5;1;;3.08
0000001807;PD170-004;20260410;3.4;2;;3.45
0000001808;PD170-004;20260413;5.1;1;;3.87
0000001809;PD170-004;20260414;4.8;1;;3.42
